ZAR	100	0.2804
XDR	100	5.6545
XAU	100	166.6755
USD	100	4.0744
UAH	100	0.1484
TRY	100	0.7687
THB	100	0.1252
SEK	100	0.4514
RUB	100	0.0588
RSD	100	0.0393
PLN	100	1.085
NZD	100	2.7346
NOK	100	0.466
MXN	100	0.2044
MDL	100	0.2373
KRW	1	0.3633
JPY	1	3.6771
INR	100	0.0579
HUF	1	1.4456
HRK	100	0.627
GBP	100	5.1477
EUR	100	4.6471
EGP	100	0.2271
DKK	100	0.6224
CZK	100	0.1797
CNY	100	0.5935
CHF	100	4.1145
CAD	100	2.9944
BRL	100	1.0394
BGN	100	2.376
AUD	100	2.8721
AED	100	1.1093
